Fila;NombreCentral;Chimenea;UGE;Periodo;Fecha Carga;FECHA;AÑO;MES;DIA;HORA;CONCENTRACION_NOX_PPM;CONCENTRACION_NOX_MG_NM3;CONCENTRACION_SO2_PPM;CONCENTRACION_SO2_MG_NM3;CONCENTRACION_MP_MG_M3;CONCENTRACION_MP_MG_NM3;OXIGENO_PORCENTAJE_BASE_SECA;HUMEDAD_PORCENTAJE;CONCENTRACION_PORCENTAJE_CO2;TEMPERATURA_GASES_SALIDA_C;PRESION_GASES_SALIDA_ATM;FLUJO_GASES_SALIDA_NM3_H;TEMPERATURA_COMBUSTION_MINIMA_C;TEMPERATURA_COMBUSTION_MAXIMA_C;POTENCIA_BRUTA_MWH;CONCENTRACION_CO2_TON_MWH;CONCENTRACION_NOX_MG_MWH;CONCENTRACION_SO2_MG_MWH;CONCENTRACION_MP_MG_MWH;TIPO_DE_FUENTE_EMISORA;TIPO_COMBUSTIBLE;COMBUSTIBLE;ESTADO_UGE;TIPO_DATO_MP;TIPO_DATO_SO2;TIPO_DATO_NOX;TIPO_DATO_O2;TIPO_DATO_FLUJO;CONSUMO_COMBUSTIBLE;FLUJO_GASES_SALIDA_BASE_HUMEDA_M3_H;FLUJO_GASES_SALIDA_BASE_SECA_M3_H;TIPO_DATO_CO2;TIPO_DATO_TEMPERATURA;TIPO_DATO_PRESION;TIPO_DATO_HUMEDAD
55039;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 06:00;2018;10;4;6;152,1999969;315,2000122;125,1999969;360,7000122;5,599999905;9,600000381;7,400000095;8,699999809;12,80000019;140,5;0,970000029;611113,6875;NA;NA;156;1;1121504;1283374;33988;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;91,59999847;954485;871444,8125;DM;DM;DM;MR
55040;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 07:00;2018;10;4;7;154,1999969;315,1000061;124,4000015;353,5;5,900000095;10,10000038;7,199999809;8,699999809;13;140,5;0,970000029;615729,6875;NA;NA;160;1;1116536;1252635;35733;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;91,59999847;961706,375;878037,875;DM;DM;DM;MR
55041;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 08:00;2018;10;4;8;149,1999969;305,2000122;133,8999939;380,7999878;5,099999905;8,699999809;7,199999809;8,699999809;13;140,3999939;0,970000029;592801,875;NA;NA;154;1;1080646;1348497;30863;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;91,59999847;924690;844242;DM;DM;DM;MR
55042;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 09:00;2018;10;4;9;122,8000031;257,2000122;99,19999695;289,2000122;3,200000048;5,5;7,5;8,699999809;12,69999981;139,8999939;0,980000019;442397,5938;NA;NA;117;1;873217;981924;18641;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;91,59999847;687778,1875;627941,5;DM;DM;DM;MR
55043;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 10:00;2018;10;4;10;112,5;286,3999939;46,5;164,6999969;2,900000095;6,099999905;9,899999619;8,699999809;10,39999962;138,8000031;0,980000019;341057,0938;NA;NA;75;1;962601;553641;20426;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;91,59999847;528263,3125;482304,3125;DM;DM;DM;MR
55044;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 11:00;2018;10;4;11;99,80000305;311,8999939;39,90000153;173,6000061;3;7,699999809;11,89999962;8,699999809;8,5;137,8000031;0,980000019;327766,8125;NA;NA;45;1;1366832;760648;33554;EXISTENTE;SOLIDO;CARBON;HA;DM;DM;DM;DM;DM;91,59999847;506512;462445,5;DM;DM;DM;MR
55045;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 12:00;2018;10;4;12;50,20000076;396,8999939;20,29999924;223,3999939;2,799999952;17,10000038;17,39999962;8,699999809;3,5;120,9000015;0,980000019;139595;NA;NA;5;2;2637965;1484807;113925;EXISTENTE;SOLIDO;CARBON;HA;DM;DM;DM;DM;DM;91,59999847;206834,5938;188840;DM;DM;DM;MR
55046;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 13:00;2018;10;4;13;8,300000191;506;0,100000001;6;2,5;110,9000015;20,39999962;8,699999809;0,600000024;97,69999695;0,980000019;21246,09961;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DM;DM;91,59999847;29658,80078;27078,5;DM;DM;DM;MR
55047;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 14:00;2018;10;4;14;4,099999905;547,5;0;7,699999809;2,5;234,6999969;20,70000076;8,699999809;0,400000006;87,30000305;0,980000019;19828,19922;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DM;DM;91,59999847;26901;24560,59961;DM;DM;DM;MR
55048;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 15:00;2018;10;4;15;2,900000095;949,2999878;0;5;2,5;572,4000244;20,79999924;8,699999809;0,200000003;79,09999847;0,980000019;17050,09961;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DM;DM;91,59999847;22632;20663;DM;DM;DM;MR
55049;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 16:00;2018;10;4;16;2,299999952;6367,700195;0;3,900000095;2,5;4771,100098;20,89999962;8,699999809;0,200000003;72,30000305;0,980000019;15249,2002;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DS;DM;91,59999847;19849,30078;18122,40039;DM;DM;DM;MR
55050;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 17:00;2018;10;4;17;1,899999976;5288,700195;0;0;2,5;4692,5;20,89999962;8,699999809;0,100000001;66,5;0,980000019;15073,2002;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DS;DM;91,59999847;19288,90039;17610,69922;DM;DM;DM;MR
55051;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 18:00;2018;10;4;18;1,799999952;4913,100098;0;0;2,5;4700,799805;20,89999962;8,699999809;0,100000001;61,09999847;0,980000019;14620,40039;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DS;DM;91,59999847;18391,30078;16791,30078;DM;DM;DM;MR
55052;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 19:00;2018;10;4;19;1,600000024;4554,399902;0;15,60000038;2,5;4541,5;20,89999962;8,699999809;0,100000001;56,20000076;0,980000019;14868,59961;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DS;DM;91,59999847;18415;16812,90039;DM;DM;DM;MR
55053;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 20:00;2018;10;4;20;1,5;4299,299805;0;50,70000076;2,599999905;4770,899902;20,89999962;8,699999809;0,100000001;52;0,980000019;14394,7998;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DS;DM;91,59999847;17578,59961;16049,2998;DM;DM;DM;MR
55054;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 21:00;2018;10;4;21;1,399999976;3907;0;46,79999924;2,900000095;5156,700195;20,89999962;8,699999809;0,100000001;48,40000153;0,980000019;14543,09961;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DS;DM;91,59999847;17567,69922;16039,2998;DM;DM;DM;MR
55055;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 22:00;2018;10;4;22;1,399999976;3836,899902;0;11,69999981;3,200000048;5796,600098;20,89999962;8,699999809;0,100000001;45,70000076;0,980000019;14254,7002;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DS;DM;91,59999847;17073,59961;15588,2002;DM;DM;DM;MR
55056;ANDINA;CTA;CTA;2018/4;29/01/2019;04/10/2018 23:00;2018;10;4;23;1,299999952;3556,600098;0;0;2,5;4447,799805;20,89999962;8,699999809;0;42,79999924;0,980000019;14689,90039;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DS;DM;91,59999847;17414,69922;15899,59961;DM;DM;DM;MR
55057;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 00:00;2018;10;5;0;1,100000024;3181,100098;0;0;2,599999905;4481,700195;20,89999962;8,699999809;0;40,5;0,980000019;12816,40039;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DS;DM;23,60000038;15082,2002;13770,09961;DM;DM;DM;MR
55058;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 01:00;2018;10;5;1;1,5;4083,5;0;7,800000191;15,80000019;28967,90039;20,89999962;8,699999809;0,100000001;54,59999847;0,980000019;79427,89844;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DS;DM;23,60000038;97796,20313;89287,89844;DM;DM;DM;MR
55059;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 02:00;2018;10;5;2;9,100000381;118,5999985;8,699999809;156,6000061;8;75,30000305;18,70000076;8,699999809;1,5;90,30000305;0,980000019;200718,7969;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DM;DM;23,60000038;274620,8125;250728,7969;DM;DM;DM;MR
55060;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 03:00;2018;10;5;3;14,30000019;131,3000031;14,89999962;190;3,900000095;26;17,79999924;8,699999809;2,5;88,5;0,980000019;212432,0938;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;DNP;DM;DM;DM;DM;DM;23,60000038;289158,6875;264001,9063;DM;DM;DM;MR
55061;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 04:00;2018;10;5;4;18,70000076;142,1999969;12,69999981;134,1999969;3,200000048;17,89999962;17,20000076;8,699999809;3;93,40000153;0,980000019;307289,0938;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;HE;DM;DM;DM;DM;DM;23,60000038;424425;387500;DM;DM;DM;MR
55062;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 05:00;2018;10;5;5;24,39999962;142,6999969;10,10000038;82,09999847;4,5;19,20000076;16,10000038;8,699999809;3,799999952;93,69999695;0,980000019;359295,0938;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;HE;DM;DM;DM;DM;DM;23,60000038;496627,5;453420,9063;DM;DM;DM;MR
55063;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 06:00;2018;10;5;6;32,59999847;169,3999939;8,5;61,79999924;6,400000095;24,10000038;15,5;8,699999809;4,300000191;89,5;0,980000019;362680,3125;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;HE;DM;DM;DM;DM;DM;23,60000038;495589,0938;452472,9063;DM;DM;DM;MR
55064;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 07:00;2018;10;5;7;24,20000076;128,5;5,699999809;41,90000153;5,099999905;19,79999924;15,60000038;8,699999809;4,199999809;88,80000305;0,980000019;363860,0938;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;HE;DM;DM;DM;DM;DM;23,60000038;495697,5938;452571,9063;DM;DM;DM;MR
55065;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 08:00;2018;10;5;8;24,10000038;128,6999969;4,199999809;31,29999924;4,5;17,5;15,60000038;8,699999809;4,199999809;89,40000153;0,980000019;367292,8125;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;HE;DM;DM;DM;DM;DM;23,60000038;501217,4063;457611,5;DM;DM;DM;MR
55066;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 09:00;2018;10;5;9;37,29999924;179,8000031;6,400000095;42,90000153;4,300000191;15,19999981;15,10000038;8,699999809;4,699999809;90,5;0,980000019;372531,0938;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;HE;DM;DM;DM;DM;DM;23,60000038;509889,8125;465529,4063;DM;DM;DM;MR
55067;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 10:00;2018;10;5;10;44,70000076;202,8999939;7,199999809;45,40000153;3,900000095;12,80000019;14,69999981;8,699999809;5,099999905;90,90000153;0,980000019;374895,8125;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;HE;DM;DM;DM;DM;DM;23,60000038;513664,0938;468975,4063;DM;DM;DM;MR
55068;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 11:00;2018;10;5;11;56,40000153;226,6999969;12,89999962;72,40000153;4,5;13,30000019;13,89999962;8,699999809;5,800000191;91;0,980000019;374886,6875;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;HE;DM;DM;DM;DM;DM;23,60000038;514421,4063;469666,8125;DM;DM;DM;MR
55069;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 12:00;2018;10;5;12;56,5;226,8999939;16,39999962;91,59999847;3,799999952;11;13,89999962;8,699999809;5,800000191;90,59999847;0,970000029;376437,4063;NA;NA;0;0;0;0;0;EXISTENTE;SOLIDO;CARBON;HE;DM;DM;DM;DM;DM;23,60000038;516494,6875;471559,6875;DM;DM;DM;MR
55070;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 13:00;2018;10;5;13;59,90000153;225,5;24,29999924;127,4000015;3,5;9,699999809;13,5;8,699999809;6,199999809;91,80000305;0,970000029;379775,8125;NA;NA;15;3;2850670;1610075;122837;EXISTENTE;SOLIDO;CARBON;HE;DM;DM;DM;DM;DM;23,60000038;522712,3125;477236,3125;DM;DM;DM;MR
55071;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 14:00;2018;10;5;14;78,30000305;254,8000031;47,90000153;216,8999939;3,099999905;7,599999905;12,30000019;8,699999809;7,300000191;100,0999985;0,970000029;381678,9063;NA;NA;37;1;1519428;1293542;45161;EXISTENTE;SOLIDO;CARBON;HE;DM;DM;DM;DM;DM;23,60000038;537804,875;491015,9063;DM;DM;DM;MR
55072;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 15:00;2018;10;5;15;105;285,7000122;111,3000031;421,2999878;3;6,199999809;10,60000038;8,699999809;9,100000381;107,6999969;0,970000029;354452,1875;NA;NA;60;1;1166802;1720515;25162;EXISTENTE;SOLIDO;CARBON;HE;DM;DM;DM;DM;DM;23,60000038;510739,5;466305,0938;DM;DM;DM;MR
55073;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 16:00;2018;10;5;16;121,8000031;286,8999939;108,1999969;354,7000122;2,900000095;5,400000095;9;8,699999809;11,10000038;116,3000031;0,970000029;378039,5938;NA;NA;78;1;1109943;1371909;21052;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;23,60000038;557578,6875;509069,3125;DM;DM;DM;MR
55074;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 17:00;2018;10;5;17;123,0999985;245,6000061;120,4000015;334,2000122;3,099999905;5;6,900000095;8,699999809;13,39999962;128,1000061;0,970000029;440139,9063;NA;NA;109;1;935082;1272061;19177;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;23,60000038;669523,125;611274,625;DM;DM;DM;MR
55075;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 18:00;2018;10;5;18;150,5;294,7999878;130,1999969;354,7999878;4,5;7,300000191;6,599999905;8,699999809;13,5;136,6999969;0,970000029;566292,6875;NA;NA;146;1;1097743;1321385;27277;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;23,60000038;878930,6875;802463,8125;DM;DM;DM;MR
55076;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 19:00;2018;10;5;19;161,1000061;322,7999878;132,6999969;369,8999939;5,199999809;8,699999809;6,900000095;8,699999809;13,19999981;137,8000031;0,970000029;613521,625;NA;NA;161;1;1154837;1323133;31117;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;23,60000038;954812,875;871744,1875;DM;DM;DM;MR
55077;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 20:00;2018;10;5;20;157,6000061;316,3999939;129,5;361,7999878;5,300000191;8,800000191;6,900000095;8,699999809;13,19999981;138,6999969;0,970000029;618750,8125;NA;NA;162;1;1131907;1294137;31509;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;23,60000038;964183,1875;880299,1875;DM;DM;DM;MR
55078;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 21:00;2018;10;5;21;157,8999939;316,2000122;131,1999969;365,3999939;5;8,399999619;6,900000095;8,699999809;13,19999981;139,1999969;0,970000029;614317,125;NA;NA;161;1;1133425;1309830;29990;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;23,60000038;958382,875;875003,625;DM;DM;DM;MR
55079;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 22:00;2018;10;5;22;160;320,8999939;134,6000061;375,5;5,300000191;8,899999619;6,900000095;8,699999809;13,19999981;139,8000031;0,970000029;616669,1875;NA;NA;161;1;1152829;1348735;31824;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;23,60000038;962563,5;878820,5;DM;DM;DM;MR
55080;ANDINA;CTA;CTA;2018/4;29/01/2019;05/10/2018 23:00;2018;10;5;23;162,1000061;326;138,8000031;388,2999878;5,400000095;9,100000381;7;8,699999809;13,10000038;140,3000031;0,970000029;615888;NA;NA;161;1;1166703;1389594;32426;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;23,60000038;962312,5;878591,3125;DM;DM;DM;MR
55081;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 00:00;2018;10;6;0;163,3999939;328,8999939;128,6000061;360,1000061;5,5;9,100000381;7;8,699999809;13,10000038;140,3000031;0,970000029;615158;NA;NA;161;1;1174584;1286075;32659;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;962320;878598,125;DM;DM;DM;MR
55082;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 01:00;2018;10;6;1;164,1000061;330,5;130,5;365,5;5,5;9,199999809;7;8,699999809;13,10000038;140,5;0,970000029;618192,125;NA;NA;161;1;1185541;1311038;32936;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;967457;883288,3125;DM;DM;DM;MR
55083;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 02:00;2018;10;6;2;164,1999969;332;137,6999969;387,5;6,599999905;11,19999981;7;8,699999809;13,10000038;140,6999969;0,970000029;617337,3125;NA;NA;160;1;1191432;1390371;40098;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;966509,3125;882423;DM;DM;DM;MR
55084;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 03:00;2018;10;6;3;161,8000031;329,3999939;131,3000031;371,7000122;5,5;9,399999619;7,099999905;8,699999809;13;140,5;0,970000029;617620,3125;NA;NA;162;1;1160611;1309682;33019;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;966583,1875;882490,375;DM;DM;DM;MR
55085;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 04:00;2018;10;6;4;162,6999969;330,5;127,5999985;360,7999878;5,699999809;9,600000381;7,099999905;8,699999809;13;140,3000031;0,970000029;615526,125;NA;NA;160;1;1177039;1285122;34131;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;962779,375;879017,625;DM;DM;DM;MR
55086;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 05:00;2018;10;6;5;161;327,1000061;135,8000031;384;5,699999809;9,600000381;7,099999905;8,699999809;13;140,3000031;0,970000029;615877,8125;NA;NA;162;1;1151251;1351534;33748;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;964397,3125;880494,6875;DM;DM;DM;MR
55087;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 06:00;2018;10;6;6;161,5;327,5;129;363,8999939;5,5;9,199999809;7,099999905;8,699999809;13,10000038;140,3000031;0,970000029;612256,125;NA;NA;161;1;1155581;1284228;32481;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;958658,8125;875255,5;DM;DM;DM;MR
55088;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 07:00;2018;10;6;7;159,3000031;323,1000061;133;375,3999939;5,300000191;8,899999619;7,099999905;8,699999809;13;140,3000031;0,970000029;613368,375;NA;NA;161;1;1141413;1326331;31480;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;959552,875;876071,8125;DM;DM;DM;MR
55089;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 08:00;2018;10;6;8;160,3999939;324,1000061;124,5;350;5,599999905;9,399999619;7;8,699999809;13,10000038;140,8000031;0,970000029;613529,125;NA;NA;161;1;1149525;1241642;33412;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;959751,375;876253;DM;DM;DM;MR
55090;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 09:00;2018;10;6;9;159,8000031;322,5;127,9000015;359,2000122;5,699999809;9,5;7;8,699999809;13,10000038;140,8000031;0,970000029;614742,625;NA;NA;161;1;1147597;1278262;33799;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;961758,875;878085,875;DM;DM;DM;MR
55091;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 10:00;2018;10;6;10;158,6000061;319,2999878;131,6000061;368,6000061;5,5;9,100000381;7;8,699999809;13,10000038;140,8000031;0,970000029;616992,5;NA;NA;161;1;1143573;1320087;32653;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;964258,8125;880368,3125;DM;DM;DM;MR
55092;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 11:00;2018;10;6;11;155,5;313,6000061;126;353,6000061;5,099999905;8,5;7;8,699999809;13,10000038;140,6999969;0,970000029;603691,6875;NA;NA;157;1;1124782;1268276;30576;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;944214,375;862067,6875;DM;DM;DM;MR
55093;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 12:00;2018;10;6;12;136;275,6000061;127,9000015;360,6000061;3,299999952;5,599999905;7,099999905;8,699999809;13,10000038;140,5;0,970000029;505090,5938;NA;NA;131;1;986621;1290673;19944;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;788830,8125;720202,5;DM;DM;DM;MR
55094;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 13:00;2018;10;6;13;120,4000015;250,3999939;119,3000031;345,2000122;2,799999952;4,800000191;7,400000095;8,699999809;12,80000019;140;0,970000029;393706,0938;NA;NA;101;1;882896;1217278;16868;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;614146,625;560715,8125;DM;DM;DM;MR
55095;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 14:00;2018;10;6;14;115,9000015;254;81,09999847;247,3000031;2,700000048;4,800000191;8,100000381;8,699999809;12,10000038;139,5;0,970000029;347153,0938;NA;NA;79;1;957687;932454;18198;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;540864,6875;493809,5;DM;DM;DM;MR
55096;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 15:00;2018;10;6;15;112,3000031;246,5;110,5;337,3999939;2,700000048;4,900000095;8,100000381;8,699999809;12,10000038;140,3000031;0,970000029;348573,5938;NA;NA;78;1;944396;1292495;18822;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;544161,125;496819,0938;DM;DM;DM;MR
55097;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 16:00;2018;10;6;16;110,5;241,6000061;117,4000015;357;2,599999905;4,800000191;8,100000381;8,699999809;12,10000038;139,8999939;0,970000029;342143,1875;NA;NA;79;1;900535;1330548;17722;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;533552,6875;487133,5938;DM;DM;DM;MR
55098;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 17:00;2018;10;6;17;117,1999969;236,3000031;121,8000031;341,5;2,700000048;4,5;7;8,699999809;13,39999962;140,3999939;0,970000029;390553,4063;NA;NA;96;1;897221;1296751;17098;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;609743,125;556695,5;DM;DM;DM;MR
55099;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 18:00;2018;10;6;18;154,6000061;304;121,6999969;332,8999939;3,700000048;6,099999905;6,599999905;8,699999809;13,5;141,1999969;0,970000029;536117,625;NA;NA;135;1;1155056;1264796;23123;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;839587,625;766543,5;DM;DM;DM;MR
55100;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 19:00;2018;10;6;19;171,3999939;345,6000061;120,0999985;336,8999939;6,099999905;10,30000019;7;8,699999809;13,10000038;140,8000031;0,970000029;619498,8125;NA;NA;161;1;1240564;1209477;36885;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;971287,3125;886785,3125;DM;DM;DM;MR
55101;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 20:00;2018;10;6;20;166,3000031;336;125,0999985;351,7999878;6,199999809;10,5;7;8,699999809;13,10000038;140,3999939;0,970000029;617702;NA;NA;163;1;1185135;1240709;36896;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;967522,8125;883348,375;DM;DM;DM;MR
55102;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 21:00;2018;10;6;21;162,6000061;329,7000122;127,9000015;360,7000122;6,300000191;10,60000038;7,099999905;8,699999809;13,10000038;140,3999939;0,970000029;616615,6875;NA;NA;161;1;1171345;1281565;37591;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;965865,6875;881835,375;DM;DM;DM;MR
55103;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 22:00;2018;10;6;22;159,3999939;324,2000122;121,5999985;344,2000122;6,199999809;10,5;7,099999905;8,699999809;13;140,6000061;0,970000029;621095,125;NA;NA;163;1;1142377;1212712;37124;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;971305,1875;886801,6875;DM;DM;DM;MR
55104;ANDINA;CTA;CTA;2018/4;29/01/2019;06/10/2018 23:00;2018;10;6;23;154,3000031;313,6000061;132,6000061;375;6,099999905;10,30000019;7,099999905;8,699999809;13;140,5;0,970000029;617085,125;NA;NA;161;1;1112577;1330517;36648;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;44,90000153;964724;880793;DM;DM;DM;MR
