Fila;NombreCentral;Chimenea;UGE;Periodo;Fecha Carga;FECHA;AÑO;MES;DIA;HORA;CONCENTRACION_NOX_PPM;CONCENTRACION_NOX_MG_NM3;CONCENTRACION_SO2_PPM;CONCENTRACION_SO2_MG_NM3;CONCENTRACION_MP_MG_M3;CONCENTRACION_MP_MG_NM3;OXIGENO_PORCENTAJE_BASE_SECA;HUMEDAD_PORCENTAJE;CONCENTRACION_PORCENTAJE_CO2;TEMPERATURA_GASES_SALIDA_C;PRESION_GASES_SALIDA_ATM;FLUJO_GASES_SALIDA_NM3_H;TEMPERATURA_COMBUSTION_MINIMA_C;TEMPERATURA_COMBUSTION_MAXIMA_C;POTENCIA_BRUTA_MWH;CONCENTRACION_CO2_TON_MWH;CONCENTRACION_NOX_MG_MWH;CONCENTRACION_SO2_MG_MWH;CONCENTRACION_MP_MG_MWH;TIPO_DE_FUENTE_EMISORA;TIPO_COMBUSTIBLE;COMBUSTIBLE;ESTADO_UGE;TIPO_DATO_MP;TIPO_DATO_SO2;TIPO_DATO_NOX;TIPO_DATO_O2;TIPO_DATO_FLUJO;CONSUMO_COMBUSTIBLE;FLUJO_GASES_SALIDA_BASE_HUMEDA_M3_H;FLUJO_GASES_SALIDA_BASE_SECA_M3_H;TIPO_DATO_CO2;TIPO_DATO_TEMPERATURA;TIPO_DATO_PRESION;TIPO_DATO_HUMEDAD
55105;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 00:00;2018;10;7;0;151,3999939;306;134,1000061;377;6,099999905;10,19999981;7;8,699999809;13,10000038;140,8999939;0,970000029;616931,6875;NA;NA;163;1;1077936;1327821;36073;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;965335,3125;881351,125;DM;DM;DM;MR
55106;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 01:00;2018;10;7;1;153,3999939;308,5;118;330;6;10,10000038;7;8,699999809;13,19999981;140,6000061;0,970000029;615507,3125;NA;NA;161;1;1103448;1180334;36029;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;962443,5;878710,875;DM;DM;DM;MR
55107;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 02:00;2018;10;7;2;151;304,8999939;131,6000061;369,6000061;6,099999905;10,30000019;7;8,699999809;13,10000038;140,6000061;0,970000029;616877,6875;NA;NA;161;1;1088333;1319080;36799;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;965715,125;881697,8125;DM;DM;DM;MR
55108;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 03:00;2018;10;7;3;151;306,3999939;130,1000061;367,1000061;6,400000095;10,80000019;7,099999905;8,699999809;13,10000038;140,6999969;0,970000029;618536,3125;NA;NA;162;1;1084782;1299714;38270;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;968550,3125;884286,375;DM;DM;DM;MR
55109;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 04:00;2018;10;7;4;150,6999969;305,1000061;133,8999939;377,2999878;6,300000191;10,60000038;7,099999905;8,699999809;13,10000038;140,5;0,970000029;620050,6875;NA;NA;162;1;1084644;1341419;37609;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;970325,6875;885907,375;DM;DM;DM;MR
55110;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 05:00;2018;10;7;5;150;303,6000061;123,3000031;347,3999939;6,400000095;10,69999981;7,099999905;8,699999809;13,10000038;140,3999939;0,970000029;615129,625;NA;NA;161;1;1077833;1233302;37954;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;961539;877885,125;DM;DM;DM;MR
55111;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 06:00;2018;10;7;6;149,5;302,7000122;128,1999969;361,2999878;6,199999809;10,5;7,099999905;8,699999809;13,10000038;140,8000031;0,970000029;613413,875;NA;NA;160;1;1078133;1286732;37329;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;959615,1875;876128,6875;DM;DM;DM;MR
55112;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 07:00;2018;10;7;7;148,1999969;301,1000061;129,3999939;365,7999878;6,300000191;10,69999981;7,099999905;8,699999809;13;140,6999969;0,970000029;618073,125;NA;NA;159;1;1083532;1316165;38362;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;966808,3125;882695,875;DM;DM;DM;MR
55113;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 08:00;2018;10;7;8;148,1999969;301,7000122;131,8999939;373,6000061;6,5;10,89999962;7,099999905;8,699999809;13;141;0,970000029;619388,1875;NA;NA;160;1;1079094;1336191;39156;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;968610,875;884341,6875;DM;DM;DM;MR
55114;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 09:00;2018;10;7;9;134,3000031;273,1000061;126,0999985;356,7999878;4,400000095;7,400000095;7,099999905;8,699999809;13,10000038;140,6999969;0,970000029;554303;NA;NA;144;1;972606;1270614;26417;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;866138,8125;790784,6875;DM;DM;DM;MR
55115;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 10:00;2018;10;7;10;116,4000015;242,6000061;126,8000031;367,7999878;3,099999905;5,300000191;7,5;8,699999809;12,80000019;140,1000061;0,970000029;432371,4063;NA;NA;111;1;852534;1292599;18519;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;673983,6875;615347,1875;DM;DM;DM;MR
55116;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 11:00;2018;10;7;11;108,5;247,1999969;100;317,2000122;2,700000048;5,199999809;8,600000381;8,699999809;11,60000038;139,1000061;0,980000019;346632,6875;NA;NA;77;1;918437;1178289;19213;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;538368,875;491530,8125;DM;DM;DM;MR
55117;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 12:00;2018;10;7;12;101,6999969;220,8999939;117,3000031;354,7000122;2,700000048;4,800000191;8;8,699999809;12,30000019;139,3999939;0,980000019;350070,9063;NA;NA;77;1;869412;1395822;18967;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;544144,125;496803,5938;DM;DM;DM;MR
55118;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 13:00;2018;10;7;13;108,6999969;241,8999939;99,69999695;308,6000061;2,599999905;4,800000191;8,300000191;8,699999809;11,89999962;139,5;0,970000029;346880,9063;NA;NA;76;1;933197;1190432;18695;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;539821,6875;492857,1875;DM;DM;DM;MR
55119;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 14:00;2018;10;7;14;105,1999969;233,3999939;111,8000031;345;2,700000048;4,900000095;8,300000191;8,699999809;12;139,6000061;0,970000029;347741,8125;NA;NA;76;1;905794;1338885;18904;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;541334,5;494238,4063;DM;DM;DM;MR
55120;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 15:00;2018;10;7;15;106,4000015;235,6000061;104,3000031;321,2000122;2,599999905;4,800000191;8,199999809;8,699999809;12;139,6000061;0,970000029;348520,8125;NA;NA;76;1;918010;1251732;18701;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;543081,125;495833,0938;DM;DM;DM;MR
55121;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 16:00;2018;10;7;16;103,0999985;224,3999939;120,3000031;364,5;2,599999905;4,699999809;8;8,699999809;12,19999981;139,6999969;0,970000029;346617,1875;NA;NA;77;1;872706;1417392;18249;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;540252,3125;493250,3125;DM;DM;DM;MR
55122;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 17:00;2018;10;7;17;115,5;232;115,3000031;322,1000061;2,799999952;4,699999809;6,900000095;8,699999809;13,39999962;140,6999969;0,970000029;412891,0938;NA;NA;97;1;925004;1284534;18748;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;645784,625;589601,375;DM;DM;DM;MR
55123;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 18:00;2018;10;7;18;168,1000061;331,7999878;92;252,6999969;5,900000095;9,699999809;6,699999809;8,699999809;13,5;142,3000031;0,970000029;597887;NA;NA;152;1;1243917;947398;36372;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;939760,6875;858001,5;DM;DM;DM;MR
55124;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 19:00;2018;10;7;19;161,5;328,3999939;135,8000031;384,2000122;7;11,89999962;7,099999905;8,699999809;13;141,3000031;0,970000029;617826,625;NA;NA;160;1;1172852;1371909;42374;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;967718,5;883527;DM;DM;DM;MR
55125;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 20:00;2018;10;7;20;160,5;324,7000122;119,5;336,3999939;6,5;10,89999962;7;8,699999809;13,10000038;141,1000061;0,970000029;616096,3125;NA;NA;160;1;1162759;1204416;39122;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;964489,125;880578,5;DM;DM;DM;MR
55126;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 21:00;2018;10;7;21;158,3000031;322,1000061;130,8999939;370,7000122;6,5;11,10000038;7,099999905;8,699999809;13;141;0,970000029;619106,3125;NA;NA;161;1;1144648;1317113;39312;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;968064,8125;883843,1875;DM;DM;DM;MR
55127;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 22:00;2018;10;7;22;156;318;133,1000061;377,2999878;6,300000191;10,60000038;7,099999905;8,699999809;13;140,6000061;0,970000029;620641,6875;NA;NA;160;1;1138365;1350823;38100;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;968530,625;884268,5;DM;DM;DM;MR
55128;ANDINA;CTA;CTA;2018/4;29/01/2019;07/10/2018 23:00;2018;10;7;23;155,1000061;316,3999939;127,3000031;361,2000122;6,300000191;10,69999981;7,199999809;8,699999809;13;140,8999939;0,970000029;616375,8125;NA;NA;159;1;1131184;1291327;38109;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;74,30000305;963637,125;879800,6875;DM;DM;DM;MR
55129;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 00:00;2018;10;8;0;154,6999969;313,7000122;128,1999969;361,6000061;6,300000191;10,60000038;7,099999905;8,699999809;13,10000038;140,8000031;0,970000029;618297;NA;NA;161;1;1117384;1287954;37622;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;965291,375;881311;DM;DM;DM;MR
55130;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 01:00;2018;10;8;1;153,3000031;311;136,1000061;384,2000122;6,800000191;11,5;7,099999905;8,699999809;13,10000038;140,8999939;0,970000029;620086,375;NA;NA;159;1;1124415;1388996;41554;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;968358,625;884111,375;DM;DM;DM;MR
55131;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 02:00;2018;10;8;2;155;317;121;344,1000061;6,400000095;10,89999962;7,199999809;8,699999809;13;141;0,970000029;617996,3125;NA;NA;161;1;1119383;1215092;38581;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;965267,125;881288,875;DM;DM;DM;MR
55132;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 03:00;2018;10;8;3;153,1999969;308,5;131,5;368,3999939;5,800000191;9,699999809;7;8,699999809;13,19999981;141;0,970000029;615521,8125;NA;NA;160;1;1108742;1323984;35023;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;962511;878772,625;DM;DM;DM;MR
55133;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 04:00;2018;10;8;4;152,8000031;308,7000122;135,5;381;6;10;7;8,699999809;13,10000038;141,1000061;0,970000029;619814,6875;NA;NA;160;1;1113269;1374063;36237;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;968406,5;884155,1875;DM;DM;DM;MR
55134;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 05:00;2018;10;8;5;152,5;308,6000061;128,6000061;362,1000061;6;10;7;8,699999809;13,10000038;141,1000061;0,970000029;617816,1875;NA;NA;160;1;1107798;1299897;36071;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;965258,5;881281;DM;DM;DM;MR
55135;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 06:00;2018;10;8;6;153,8999939;310,8999939;122,6999969;344,7999878;6;10,10000038;7;8,699999809;13,10000038;141,3000031;0,980000019;618389,8125;NA;NA;159;1;1126181;1248971;36547;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;965746,1875;881726,3125;DM;DM;DM;MR
55136;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 07:00;2018;10;8;7;154,8000031;311,6000061;122,5999985;343,2999878;5,900000095;9,800000191;7;8,699999809;13,19999981;141;0,980000019;614745,3125;NA;NA;161;1;1111943;1224958;35118;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;959285,625;875827,8125;DM;DM;DM;MR
55137;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 08:00;2018;10;8;8;132,6999969;279,2999878;85,90000153;251,3000031;3,299999952;5,699999809;7,599999905;8,699999809;12,60000038;138,6999969;0,980000019;440076,1875;NA;NA;114;1;963903;867376;19733;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;680867,375;621632;DM;DM;DM;MR
55138;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 09:00;2018;10;8;9;117,3000031;238,8999939;120,0999985;340,3999939;3,099999905;5,300000191;7,099999905;8,699999809;13,10000038;138,1999969;0,980000019;397315,5938;NA;NA;98;1;894342;1274350;19675;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;613853,375;560448,125;DM;DM;DM;MR
55139;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 10:00;2018;10;8;10;133,8000031;281,6000061;85,40000153;250,1999969;3,099999905;5,400000095;7,599999905;8,699999809;12,60000038;138,8999939;0,980000019;403832,6875;NA;NA;102;1;996377;885137;19150;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;625041,8125;570663,1875;DM;DM;DM;MR
55140;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 11:00;2018;10;8;11;125,3000031;280,1000061;59,59999847;185,3999939;2,900000095;5,300000191;8,399999619;8,699999809;11,89999962;138,3999939;0,980000019;343755;NA;NA;77;1;1052452;696506;19805;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;531344,875;485117,9063;DM;DM;DM;MR
55141;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 12:00;2018;10;8;12;118,8000031;265,2000122;71,30000305;221,5;2,900000095;5,300000191;8,300000191;8,699999809;11,89999962;138,6000061;0,980000019;345096,5938;NA;NA;77;1;1001763;836662;19928;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;533728,375;487294;DM;DM;DM;MR
55142;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 13:00;2018;10;8;13;110,9000015;246,6000061;95,40000153;295,1000061;2,900000095;5,199999809;8,300000191;8,699999809;11,89999962;138,5;0,980000019;346725;NA;NA;77;1;938992;1123724;19971;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;536731,875;490036,3125;DM;DM;DM;MR
55143;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 14:00;2018;10;8;14;109,1999969;248,1000061;82,59999847;261;3;5,5;8,600000381;8,699999809;11,69999981;138,6999969;0,980000019;345284,3125;NA;NA;76;1;933508;982009;20775;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;535209,3125;488646,0938;DM;DM;DM;MR
55144;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 15:00;2018;10;8;15;103,5999985;223;122;365,2999878;3,099999905;5,5;7,900000095;8,699999809;12,39999962;139,3000031;0,980000019;375800,1875;NA;NA;83;1;882195;1445391;21641;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;583953,1875;533149,3125;DM;DM;DM;MR
55145;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 16:00;2018;10;8;16;144,5;283,5;104,9000015;286,2999878;5,300000191;8,600000381;6,599999905;8,699999809;13,60000038;141,8000031;0,970000029;540124,1875;NA;NA;136;1;1079696;1090415;32768;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;846104,1875;772493,125;DM;DM;DM;MR
55146;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 17:00;2018;10;8;17;158,3999939;314;128,6999969;355;9;14,89999962;6,800000191;8,699999809;13,39999962;142,1999969;0,970000029;611702,5;NA;NA;158;1;1153416;1303822;54685;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;960135,3125;876603,5;DM;DM;DM;MR
55147;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 18:00;2018;10;8;18;158,3999939;317,6000061;109;304,2000122;9,699999809;16,10000038;6,900000095;8,699999809;13,19999981;141,5;0,970000029;613718,5;NA;NA;160;1;1142651;1094367;58084;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;961759,5;878086,375;DM;DM;DM;MR
55148;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 19:00;2018;10;8;19;155,1000061;311,5;123,0999985;344,1000061;8,600000381;14,30000019;6,900000095;8,699999809;13,19999981;141,1999969;0,970000029;612379,6875;NA;NA;160;1;1116566;1233159;51399;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;958943,875;875515,8125;DM;DM;DM;MR
55149;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 20:00;2018;10;8;20;152,6000061;310,6000061;122,1999969;346;9;15,30000019;7,099999905;8,699999809;13;141,1000061;0,970000029;613758,6875;NA;NA;160;1;1101266;1226680;54089;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;960836,625;877243,8125;DM;DM;DM;MR
55150;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 21:00;2018;10;8;21;149,6000061;302,2999878;135,6999969;381,3999939;8,199999809;13,69999981;7;8,699999809;13,10000038;140,8000031;0,970000029;614349,8125;NA;NA;160;1;1080775;1363355;49065;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;960059,125;876533,875;DM;DM;DM;MR
55151;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 22:00;2018;10;8;22;150,8000031;302,7000122;137,8000031;384,6000061;7,800000191;13;6,900000095;8,699999809;13,19999981;140,8000031;0,970000029;613252,6875;NA;NA;160;1;1087482;1381914;46816;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;957376,8125;874085;DM;DM;DM;MR
55152;ANDINA;CTA;CTA;2018/4;29/01/2019;08/10/2018 23:00;2018;10;8;23;153,3000031;309,7999878;126,6999969;356,2000122;8,300000191;13,89999962;7;8,699999809;13,10000038;140,8999939;0,970000029;618283,3125;NA;NA;159;1;1121467;1289197;50473;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;80,80000305;966544,5;882455,125;DM;DM;DM;MR
55153;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 00:00;2018;10;9;0;153,8000031;309,1000061;131,8000031;368,6000061;8;13,39999962;7;8,699999809;13,19999981;141;0,970000029;612657,375;NA;NA;160;1;1107609;1320668;48064;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;958055;874704,1875;DM;DM;DM;MR
55154;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 01:00;2018;10;9;1;154,3999939;310,6000061;131,8999939;369,1000061;8;13,30000019;7;8,699999809;13,19999981;141;0,970000029;609251,1875;NA;NA;159;1;1112984;1322960;47768;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;952724;869837;DM;DM;DM;MR
55155;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 02:00;2018;10;9;2;155,1000061;312,6000061;128,3000031;359,7999878;8,100000381;13,5;7;8,699999809;13,10000038;141,1000061;0,970000029;617823,1875;NA;NA;161;1;1119452;1288323;48437;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;966228,8125;882166,875;DM;DM;DM;MR
55156;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 03:00;2018;10;9;3;154,5;314,5;126,3000031;357,7000122;13,60000038;23,10000038;7,099999905;8,699999809;13;141,6999969;0,970000029;622292,875;NA;NA;161;1;1123065;1277271;82612;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;974755,6875;889952;DM;DM;DM;MR
55157;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 04:00;2018;10;9;4;153,6000061;310,3999939;137,5;386,7000122;7,800000191;13,10000038;7;8,699999809;13,10000038;140,5;0,970000029;614684,125;NA;NA;160;1;1110203;1382767;46902;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;959885,3125;876375,3125;DM;DM;DM;MR
55158;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 05:00;2018;10;9;5;155,1000061;315,6000061;128,6999969;364,1000061;8,399999619;14,10000038;7,099999905;8,699999809;13;140,8999939;0,970000029;617843,3125;NA;NA;162;1;1113001;1284275;49833;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;965887,125;881854,875;DM;DM;DM;MR
55159;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 06:00;2018;10;9;6;155,3000031;312,7999878;134,3000031;376,3999939;7,800000191;13;7;8,699999809;13,19999981;140,8999939;0,970000029;615374,6875;NA;NA;160;1;1123387;1351749;46750;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;962051;878352,625;DM;DM;DM;MR
55160;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 07:00;2018;10;9;7;161;319,8999939;103,8000031;287;7,599999905;12,60000038;6,800000191;8,699999809;13,39999962;141;0,970000029;614007,1875;NA;NA;162;1;1148039;1029817;45144;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;960010,625;876489,6875;DM;DM;DM;MR
55161;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 08:00;2018;10;9;8;139;288;90,40000153;260,6000061;4,699999809;8,100000381;7,400000095;8,699999809;12,80000019;139,8999939;0,980000019;478447,3125;NA;NA;126;1;993062;898369;27919;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;743866,5;679150,125;DM;DM;DM;MR
55162;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 09:00;2018;10;9;9;116,3000031;265,6000061;42;133,3999939;3;5,699999809;8,600000381;8,699999809;11,69999981;137,8999939;0,980000019;341696,8125;NA;NA;77;1;970925;487757;20816;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;528119,5;482173,0938;DM;DM;DM;MR
55163;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 10:00;2018;10;9;10;118,5999985;262,5;51,40000153;158,1000061;2,900000095;5,300000191;8,199999809;8,699999809;12,10000038;138,5;0,980000019;343731,4063;NA;NA;77;1;996196;599997;20197;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;532052,625;485764;DM;DM;DM;MR
55164;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 11:00;2018;10;9;11;113,3000031;251,1000061;82,19999695;253,6000061;2,799999952;5,199999809;8,300000191;8,699999809;11,89999962;138,6999969;0,980000019;345191,9063;NA;NA;79;1;931088;940005;19246;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;534607,8125;488097;DM;DM;DM;MR
55165;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 12:00;2018;10;9;12;109,1999969;242,5;97,19999695;300,2999878;2,900000095;5,300000191;8,300000191;8,699999809;11,89999962;139;0,980000019;345179,3125;NA;NA;77;1;920809;1140324;20076;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;535453;488868,5938;DM;DM;DM;MR
55166;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 13:00;2018;10;9;13;114;255,3000031;78,90000153;245,8999939;2,799999952;5,300000191;8,399999619;8,699999809;11,80000019;139,1000061;0,980000019;345018,9063;NA;NA;77;1;960407;925018;19765;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;535312;488739,9063;DM;DM;DM;MR
55167;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 14:00;2018;10;9;14;113,6999969;253,8999939;66,80000305;207,5;2,900000095;5,300000191;8,300000191;8,699999809;11,80000019;139,1000061;0,980000019;344734,9063;NA;NA;76;1;970434;793092;20222;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;535486,3125;488899;DM;DM;DM;MR
55168;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 15:00;2018;10;9;15;99,69999695;223,1999969;83,90000153;261,2000122;2,900000095;5,400000095;8,399999619;8,699999809;11,80000019;139,3999939;0,970000029;345888,0938;NA;NA;77;1;842598;986174;20367;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;538185,3125;491363,1875;DM;DM;DM;MR
55169;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 16:00;2018;10;9;16;95,40000153;204,8000031;96,59999847;288,5;3;5,300000191;7,900000095;8,699999809;12,39999962;139,3000031;0,970000029;362188,5938;NA;NA;83;1;782779;1102586;20299;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;563492,125;514468,3125;DM;DM;DM;MR
55170;ANDINA;CTA;CTA;2018/4;29/01/2019;09/10/2018 17:00;2018;10;9;17;130,1999969;252,6999969;117,8000031;318;4,199999809;6,800000191;6,5;8,699999809;13,69999981;141,3999939;0,970000029;497608;NA;NA;125;1;975006;1226991;26161;EXISTENTE;SOLIDO;CARBON;RE;DM;DM;DM;DM;DM;79,09999847;778790,625;711035,8125;DM;DM;DM;MR
